,Texts,Polarity
2919,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
2920,I hate Harry Potter.,-1
2921,da vinci code was an awesome movie...,1
2922,I love Brokeback Mountain....,1
2923,Brokeback Mountain is awesome.,1
2924,"Is it just me, or does Harry Potter suck?...",-1
2925,Ok brokeback mountain is such a horrible movie.,-1
2926,mission impossible 2 rocks!!....,1
2927,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
2928,mission impossible 2 rocks!!....,1
2929,"Oh, and Brokeback Mountain was a terrible movie.",-1
2930,How?.-Mission Impossible III is really boring the second time around..-The new Cobequid health center is soooooooo nice!...,-1
2931,This quiz sucks and Harry Potter sucks ok bye..,-1
2932,"I, too, like Harry Potter..",1
2933,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
2934,I am going to start reading the Harry Potter series again because that is one awesome story.,1
2935,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
2936,The Da Vinci Code is awesome!!,1
2937,I love Brokeback Mountain.,1
2938,the people who are worth it know how much i love the da vinci code.,1
2939,"Man, Ultimate Marvel Harry Potter sucks...",-1
2940,Love luv lubb the Da Vinci Code!,1
2941,"Oh, and Brokeback Mountain was a terrible movie.",-1
2942,These Harry Potter movies really suck.,-1
2943,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
2944,The Da Vinci Code is awesome!!,1
2945,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.",1
2946,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
2947,"The Da Vinci Code was awesome, I can't wait to read it...",1
2948,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
2949,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
2950,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
2951,This is why I hate the Da Vinci Code: because it takes nothing but a fucking pop culture phenomenon to get people to question things.,-1
2952,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
2953,I want Harry Potter back!..,1
2954,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
2955,I am going to start reading the Harry Potter series again because that is one awesome story.,1
2956,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
2957,Da Vinci Code sucked..,-1
2958,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
2959,I thought Brokeback Mountain was an awful movie.,-1
2960,So Brokeback Mountain was really depressing.,-1
2961,Brokeback Mountain is fucking horrible..,-1
2962,"I, too, like Harry Potter..",1
2963,I like Mission Impossible movies because you never know who's on the right side.,1
2964,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
2965,the people who are worth it know how much i love the da vinci code.,1
2966,Da Vinci Code sucked..,-1
2967,Ok brokeback mountain is such a horrible movie.,-1
2968,I love Harry Potter..,1
2969,"even tho I hate Harry Potter, they are just funny.",-1
2970,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
2971,Da Vinci Code sucked..,-1
2972,"Brokeback Mountain had a beautiful score, and since it did not receive Best Picture, they had to give it something, not just best director.",1
2973,I liked a YouTube video Pixel Rumors Ask MKBHD V27,0
2974,I love Harry Potter.,1
2975,The Da Vinci Code was absolutely AWESOME!,1
2976,I love Brokeback Mountain.,1
2977,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
2978,I like Harry Potter.,1
2979,I like Mission Impossible movies because you never know who's on the right side.,1
2980,I hate Harry Potter.,-1
2981,The Da Vinci Code is awesome!!,1
2982,i love being a sentry for mission impossible and a station for bonkers.,1
2983,Brokeback Mountain sucked.....,-1
2984,I love Harry Potter.,1
2985,Ok brokeback mountain is such a horrible movie.,-1
2986,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
2987,"mission impossible III sucked please don't go see it, okay?...",-1
2988,Gabriel Luna reprend le r le dArnold Schwarzenegger VOICE URBAN,0
2989,I like the Mission Impossible one personally.,1
2990,Brokeback mountain was beautiful...,1
2991,So Brokeback Mountain was really depressing.,-1
2992,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
2993,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
2994,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
2995,Also Arnold Schwarzeneggers kids are technically blood related Kennedys I think about this daily now,0
2996,"I suppose I enjoyed Harry Potter, Tom Sawyer was good too..",1
2997,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
2998,TwitterMoments MichaelAvenatti Bruh thats a young Schwarzenegger and lets be honest this confirms everything abo,0
2999,"I, too, like Harry Potter..",1
3000,These Harry Potter movies really suck.,-1
3001,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
3002,and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.,1
3003,Da Vinci Code sucks.,-1
3004,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
3005,i heard da vinci code sucked soo much only 2.5 stars:,-1
3006,I like Mission Impossible movies because you never know who's on the right side.,1
3007,"Anyway, thats why I love "" Brokeback Mountain.",1
3008,dudeee i LOVED brokeback mountain!!!!,1
3009,absolutely hated the Da Vinci Code...,-1
3010,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
3011,i loved the da vinci code...,1
3012,dudeee i LOVED brokeback mountain!!!!,1
3013,Mission Impossible 3 was excellent.,1
3014,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
3015,"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad.",1
3016,AshgamezYT DraydenCrimson Fearless TNT Miduuza shauns1288 PokeGirll7 Mikewinship2 HaydenT97448873 Dont be logan paul Dont post it,0
3017,loved the preview for mission impossible III.,1
3018,So Brokeback Mountain was really depressing.,-1
3019,mission impossible 2 rocks!!....,1
3020,I love Brokeback Mountain....,1
3021,I am going to start reading the Harry Potter series again because that is one awesome story.,1
3022,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
3023,da vinci code sucks...,-1
3024,BoxingBoomhauer ufc TheNotoriousMMA danawhite irena N89 ThePeoplesMMA SusanCingari MMAAlley TeamMMA4LIFE,0
3025,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
3026,DA VINCI CODE IS AWESOME!!,1
3027,"in to other matters, the fact that i love doing the mission impossible run and pressing alarm codes last night to just get into the fortress..",1
3028,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
3029,"The Da Vinci Code was awesome, I can't wait to read it...",1
3030,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
3031,"I, too, like Harry Potter..",1
3032,da vinci code sucks...,-1
3033,Hogwarts hogwash: The Georgia board of education listens to a mother's campaign to rid those evil Harry Potter books from school libraries...,-1
3034,"Hey Friends,. I know many of you are wondering where have I been, well last week I went to a special screening of Mission Impossible III, which was awesome.",1
3035,Harry Potter is brilliant.,1
3036,"Hopefully, this is not the case, and the acting will have us overlooking the color of their hair. ( Trivia: Harry Potter's eyes are the wrong color in the movie.",-1
3037,Da Vinci Code sucks.,-1
3038,"Reading this review, you may draw the conclusion that I hate "" The Da Vinci Code "", which isn't true.",-1
3039,we're gonna like watch Mission Impossible or Hoot.(,1
3040,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
3041,ANMiller11 It makes me mad because my kids said the same thing They went as far as to say Logan Paul is their f,0
3042,I hate the Da Vinci Code..,-1
3043,I love Harry Potter.,1
3044,Brokeback mountain was the most horrible movie i've seen all year...,-1
3045,I loved the first Mission Impossible.,1
3046,This quiz sucks and Harry Potter sucks ok bye..,-1
3047,I love Brokeback Mountain....,1
3048,I hate Harry Potter.,-1
3049,the last stand and Mission Impossible 3 both were awesome movies.,1
3050,Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..,1
3051,"Anyway, thats why I love "" Brokeback Mountain.",1
3052,"this was the first clive cussler i've ever read, but even books like Relic, and Da Vinci code were more plausible than this.",1
3053,I love Brokeback Mountain.,1
3054,"mission impossible is the most worthless movie ever, so there's no point of talkin bout it anyway.",-1
3055,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
3056,Ok brokeback mountain is such a horrible movie.,-1
3057,These Harry Potter movies really suck.,-1
3058,sam bova So you are saying we should listen to Arnold Schwarzenegger,0
3059,the last stand and Mission Impossible 3 both were awesome movies.,1
3060,This was a gift from someone who doesn't know I hate Harry Potter......,-1
3061,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
3062,dudeee i LOVED brokeback mountain!!!!,1
3063,sex leonardo dicaprio porno teenyug ass girls sexy fucked by santa free porn fuck on car cnn reporter nude,0
3064,man i loved brokeback mountain!,1
3065,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
3066,I love Brokeback Mountain....,1
3067,dudeee i LOVED brokeback mountain!!!!,1
3068,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
3069,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
3070,Brokeback Mountain was boring.,-1
3071,mang i could of told you the da vinci code suck!,-1
3072,Brokeback Mountain was boring.,-1
3073,NowPlaying Logan Paul amp Franke The Number Song Logan Paul amp Franke,0
3074,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
3075,Brokeback Mountain was boring.,-1
3076,AlexHavill Shaneathon HiMyNamesBrian Jayhaliboy1 joshtew345 eddyyy89 DeathStroke021 munishlealh95,0
3077,You think that Harry Potter is evil..,-1
3078,"The Da Vinci Code was awesome, I can't wait to read it...",1
3079,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
3080,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
3081,Brokeback mountain was beautiful...,1
3082,the last stand and Mission Impossible 3 both were awesome movies.,1
3083,"Even if I am not a big fan of Tom Cruise, I have grown to love Mission Impossible even from its teevee series!.",1
3084,Harry Potter is AWESOME I don't care if anyone says differently!..,1
3085,Brokeback Mountain pretty much sucked.,-1
3086,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
3087,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
